Blog Post Link,Smart Contract Address,Audit Website,Source link 1,Source link 2,Source link 3,Chain,Is_closed_source,hidden_owner,anti_whale_modifiable,Is_anti_whale,Is_honeypot,buy_tax,sell_tax,slippage_modifiable,Is_blacklisted,can_take_back_ownership,owner_change_balance,is_airdrop_scam,selfdestruct,trust_list,is_whitelisted,is_fake_token,illegal_unicode,exploitation,bad_contract,reusing_state_variable,encode_packed_collision,encode_packed_parameters,centralized_risk_medium,centralized_risk_high,centralized_risk_low,event_setter,external_dependencies,immutable_states,reentrancy_without_eth_transfer,incorrect_inheritance_order,shadowing_local,events_maths,Summary/rationale of risk tags marked true
https://exampleblockchain.com/post21,0xe95d5609e75f156caab6ee87d5fba3a29b93de25,https://auditplatform.com/contract21,https://sourceinfo.com/detail174,https://sourceinfo.com/detail204,https://sourceinfo.com/detail362,Polygon,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Marked as honeypot due to suspicious transaction patterns.
https://exampleblockchain.com/post22,0xa415fe83584a178121e175be04f11dc6e60237c9,https://auditplatform.com/contract22,https://sourceinfo.com/detail190,https://sourceinfo.com/detail227,https://sourceinfo.com/detail335,Polygon,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"Includes both buy and sell taxes, indicating transaction fee mechanisms. Relies on external contracts or libraries, increasing vulnerability to external changes."
https://exampleblockchain.com/post23,0xe2b49e0c6924730c54d0d2317a1ed3a4a1740a2c,https://auditplatform.com/contract23,https://sourceinfo.com/detail191,https://sourceinfo.com/detail276,https://sourceinfo.com/detail385,Ethereum,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Relies on external contracts or libraries, increasing vulnerability to external changes."
https://exampleblockchain.com/post24,0xa74026924c99c54a49ac81570a1a392824ec8298,https://auditplatform.com/contract24,https://sourceinfo.com/detail116,https://sourceinfo.com/detail274,https://sourceinfo.com/detail328,Binance Smart Chain,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"Relies on external contracts or libraries, increasing vulnerability to external changes."
https://exampleblockchain.com/post25,0x7abc823c3d60a36b396322264b604d921cf617c5,https://auditplatform.com/contract25,https://sourceinfo.com/detail198,https://sourceinfo.com/detail243,https://sourceinfo.com/detail359,Ethereum,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,
https://exampleblockchain.com/post26,0x61a6d666b25e2232cd938545b1bfecfc5829decc,https://auditplatform.com/contract26,https://sourceinfo.com/detail122,https://sourceinfo.com/detail253,https://sourceinfo.com/detail397,Ethereum,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Includes both buy and sell taxes, indicating transaction fee mechanisms. Relies on external contracts or libraries, increasing vulnerability to external changes."
https://exampleblockchain.com/post27,0x956408ae5ff55b1f0000eacd0da763543f45cca1,https://auditplatform.com/contract27,https://sourceinfo.com/detail128,https://sourceinfo.com/detail210,https://sourceinfo.com/detail389,Polygon,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,
https://exampleblockchain.com/post28,0x3c6740d07fac3d3009445f8e801599cef6e14047,https://auditplatform.com/contract28,https://sourceinfo.com/detail128,https://sourceinfo.com/detail243,https://sourceinfo.com/detail374,Polygon,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"Relies on external contracts or libraries, increasing vulnerability to external changes."
https://exampleblockchain.com/post29,0xe7be7d62e60bff2b7e7ea26137db0545d53b8015,https://auditplatform.com/contract29,https://sourceinfo.com/detail178,https://sourceinfo.com/detail206,https://sourceinfo.com/detail301,Binance Smart Chain,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"Includes both buy and sell taxes, indicating transaction fee mechanisms. Relies on external contracts or libraries, increasing vulnerability to external changes."
https://exampleblockchain.com/post30,0xc41dd506886ef344aab36c5ad98c138baed1ee5e,https://auditplatform.com/contract30,https://sourceinfo.com/detail189,https://sourceinfo.com/detail271,https://sourceinfo.com/detail321,Ethereum,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,
https://exampleblockchain.com/post31,0x8037dc178075ffa99687f59100be563f6dbb177a,https://auditplatform.com/contract31,https://sourceinfo.com/detail105,https://sourceinfo.com/detail200,https://sourceinfo.com/detail325,Binance Smart Chain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Potential for exploitation identified from audit reports.
https://exampleblockchain.com/post32,0x07f604275e28a566415b4556381f4297418e233d,https://auditplatform.com/contract32,https://sourceinfo.com/detail166,https://sourceinfo.com/detail251,https://sourceinfo.com/detail310,Ethereum,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"Includes both buy and sell taxes, indicating transaction fee mechanisms."
https://exampleblockchain.com/post33,0xbd41a6f254aa915945744f2b21e30b191fd698d6,https://auditplatform.com/contract33,https://sourceinfo.com/detail135,https://sourceinfo.com/detail234,https://sourceinfo.com/detail341,Binance Smart Chain,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Relies on external contracts or libraries, increasing vulnerability to external changes."
https://exampleblockchain.com/post34,0x307a3aead2597fe347673693d71b3da78bc84536,https://auditplatform.com/contract34,https://sourceinfo.com/detail175,https://sourceinfo.com/detail296,https://sourceinfo.com/detail313,Ethereum,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"Marked as honeypot due to suspicious transaction patterns. Includes both buy and sell taxes, indicating transaction fee mechanisms."
https://exampleblockchain.com/post35,0x9d6be29c357deb9b0cb7fb125c058982bc5317f3,https://auditplatform.com/contract35,https://sourceinfo.com/detail151,https://sourceinfo.com/detail223,https://sourceinfo.com/detail351,Binance Smart Chain,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"Marked as honeypot due to suspicious transaction patterns. Potential for exploitation identified from audit reports. Includes both buy and sell taxes, indicating transaction fee mechanisms."
https://exampleblockchain.com/post36,0xa85ca5ef1cb97bad21e01011c688da32074f605f,https://auditplatform.com/contract36,https://sourceinfo.com/detail177,https://sourceinfo.com/detail264,https://sourceinfo.com/detail366,Ethereum,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Relies on external contracts or libraries, increasing vulnerability to external changes."
https://exampleblockchain.com/post37,0xf3f39cda49065e300120bb2296ffc7b89a8cd2ee,https://auditplatform.com/contract37,https://sourceinfo.com/detail199,https://sourceinfo.com/detail271,https://sourceinfo.com/detail382,Ethereum,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Includes both buy and sell taxes, indicating transaction fee mechanisms."
https://exampleblockchain.com/post38,0x477cb5bcfd7bdedfe24c1117909a02f14606c6fa,https://auditplatform.com/contract38,https://sourceinfo.com/detail156,https://sourceinfo.com/detail230,https://sourceinfo.com/detail384,Polygon,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Potential for exploitation identified from audit reports. Relies on external contracts or libraries, increasing vulnerability to external changes."
https://exampleblockchain.com/post39,0x28665250afc3997bb0fa4135e7d6beb2dc734970,https://auditplatform.com/contract39,https://sourceinfo.com/detail195,https://sourceinfo.com/detail218,https://sourceinfo.com/detail307,Ethereum,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,"Relies on external contracts or libraries, increasing vulnerability to external changes."
https://exampleblockchain.com/post40,0x01835eaf01a1379d37024da460176557b3eb6f88,https://auditplatform.com/contract40,https://sourceinfo.com/detail194,https://sourceinfo.com/detail232,https://sourceinfo.com/detail340,Polygon,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,
https://exampleblockchain.com/post41,0xdcf2afe1cf08b7c7c04bbd804dcd5fd724ec9750,https://auditplatform.com/contract41,https://sourceinfo.com/detail105,https://sourceinfo.com/detail202,https://sourceinfo.com/detail356,Binance Smart Chain,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Relies on external contracts or libraries, increasing vulnerability to external changes."
https://exampleblockchain.com/post42,0x494025e5e3001992101c6c34364e236c3ed3c813,https://auditplatform.com/contract42,https://sourceinfo.com/detail129,https://sourceinfo.com/detail238,https://sourceinfo.com/detail385,Polygon,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"Includes both buy and sell taxes, indicating transaction fee mechanisms."
https://exampleblockchain.com/post43,0xdb31536b4857aad1dda820042bd1b2234ace75d1,https://auditplatform.com/contract43,https://sourceinfo.com/detail191,https://sourceinfo.com/detail212,https://sourceinfo.com/detail337,Ethereum,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
https://exampleblockchain.com/post44,0xa3c1014aa0eca2c1d3f147569f2d5ca22d138307,https://auditplatform.com/contract44,https://sourceinfo.com/detail153,https://sourceinfo.com/detail264,https://sourceinfo.com/detail346,Polygon,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"Includes both buy and sell taxes, indicating transaction fee mechanisms. Relies on external contracts or libraries, increasing vulnerability to external changes."
