project_name,Smart contract address,Blog post link,Audit website,Chain,Is_closed_source,hidden_owner,anti_whale_modifiable,Is_anti_whale,Is_honeypot,buy_tax,sell_tax,slippage_modifiable,Is_blacklisted,can_take_back_ownership,owner_change_balance,is_airdrop_scam,selfdestruct,trust_list,is_whitelisted,is_fake_token,illegal_unicode,exploitation,bad_contract,reusing_state_variable,encode_packed_collision,encode_packed_parameters,centralized_risk_medium,centralized_risk_high,centralized_risk_low,event_setter,external_dependencies,immutable_states,reentrancy_without_eth_transfer,incorrect_inheritance_order,shadowing_local,events_maths,Summary/rationale of risk tags marked true
Data Analytics,d8d2e902c6d368313d9e04bec40c21fbf70b870b,https://www.halborn.com/audits/lyra-finance/lyra-finance-smart-contract-security-assessment,https://www.halborn.com/audits,Ethereum,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"The LiquidityPool contract's _getLiquidity method incorrectly calculates the value of pendingDeltaLiquidity when pendingDelta > freeLiquidity. As a result, in the aforementioned situation, the liquidity pool cannot be used for withdrawals or use the available liquidity for delta hedging."
Data Analytics,89115cd39237c496b60e8a71b07f46968bd854f2,https://www.halborn.com/audits/monox/monox-smart-contract-security-assessment,https://www.halborn.com/audits,Ethereum,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"The code for callData is made internal, meaning it is a closed source to the public"
Data Analytics,0e95242dceab8815a44767f6ef2b20a693765e56,https://hacken.io/research/,https://hacken.io/audits/sock/,Ethereum,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"The smart contract has risks related to hidden ownership and the ability to take back ownership due to the absence of a constructor and assignment of admin roles (_sockOwner, _owner, and _recoveryOwner) in the SockOwnable contract. This issue means that these roles default to zero addresses and cannot be reassigned after deployment, which creates significant centralization risks and potential for misuse. This flaw was initially identified but later fixed by adding the necessary constructor and role assignments ."
Data Analytics,eeefca66eb46c800a9aaab88db2064a99026fde5,https://chainsecurity.com/security-audit/polymarket-conditional-tokens/,https://chainsecurity.com/,Ethereum,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"External dependencies: The contract relies on external ERC-20 tokens following the standard behaviour. If these external tokens deviate from this standard, it could result in operational issues or failure to interact correctly with these tokens. Exploitation: There is a bug in the ConditionalTokens contract that allows someone to create an endless number of worthless tokens from a single token. This means someone could cheat the system, mess with token values, or find ways to unfairly make money, which could mess up the market and related contracts. This kind of cheating can cause big problems, so it's important to fix this issue to keep the market fair and accurate."
Data Analytics,8009b2e,https://hacken.io/research/,https://hacken.io/audits/sock/,Ethereum,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"The smart contract faces risks regarding hidden ownership and the capability to reclaim ownership due to the lack of a constructor and the assignment of admin roles (_sockOwner, _owner, and _recoveryOwner) in the SockOwnable contract. Without proper assignment, these roles default to zero addresses and cannot be reassigned post-deployment, leading to significant centralization risks and the potential for misuse. This issue was initially detected but later rectified by adding the required constructor and role assignments."
Data Analytics,7ef2853d21049986beefaec4f2405814319f7cfb,https://consensys.io/diligence/audits/2023/12/web3-tickets/,https://consensys.io/diligence/audits/2023/12/web3-tickets/,Ethereum,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"The MetaMask Web3 Tickets Platform Snap has risks related to hidden ownership and the ability to take back ownership due to improper access control mechanisms. This flaw allows unauthorized access and potential misuse of administrative privileges. These issues were identified and later rectified by implementing proper access control mechanisms. Additionally, there is a centralized risk medium due to the potential for a single point of failure in the system's administrative control, which was also addressed by enhancing the access control mechanisms."
Data Analytics,CS-MKPSML-001,https://chainsecurity.com/blog/,https://chainsecurity.com/security-audit/makerdao-psm-lite/,Ethereum,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"None of the risk tags were marked true based on the audit report. The smart contract appears to have no critical, high, medium, or specific low-severity risks that fall under the categories listed in the questions. All identified issues were either acknowledged, fixed, or deemed not to be directly exploitable."
Data Analytics,8009b2e,https://hacken.io/audits/sock/,https://wp.hacken.io/wp-content/uploads/2023/12/Sock_SC-Audit-Report_05122023_SA-2073.pdf,Ethereum,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"The smart contract has risks related to hidden ownership and the ability to take back ownership due to the absence of a constructor and assignment of admin roles (_sockOwner, _owner, and _recoveryOwner) in the SockOwnable contract. This issue means that these roles default to zero addresses and cannot be reassigned after deployment, which creates significant centralization risks and potential for misuse. This flaw was initially identified but later fixed by adding the necessary constructor and role assignments ."
Data Analytics,856cce0,https://hacken.io/research/,https://hacken.io/audits/sock/,Ethereum,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"The smart contract exhibits centralized risks due to the use of roles such as the owner and manager, who have significant control over contract operations. This introduces a medium level of centralized risk, as these roles can modify contract behavior. However, the presence of these centralized roles also presents a low level of centralized risk, as their permissions and actions are explicitly defined and limited. It is crucial to maintain proper role management and restrict access to these privileged roles to mitigate these risks effectively ."
Data Analytics,3e2f867,https://hacken.io/research/,https://hacken.io/audits/sock/,Ethereum,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"None of the risk tags were marked true based on the audit report. The smart contract appears to have no critical, high, medium, or specific low-severity risks that fall under the categories listed in the questions. All identified issues were either acknowledged, fixed, or deemed not to be directly exploitable"
Data Analytics,a935e276f5620b40802b52721e3474232e458f72,https://blog.openzeppelin.com/optimism-smart-contracts-audit,https://www.openzeppelin.com/,Optimism,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"The smart contract reviewed does not exhibit any of the specified risks. Each aspect, from ownership transparency to potential vulnerabilities like reentrancy and incorrect inheritance, has been carefully assessed. The contract adheres to best practices and does not present risks associated with hidden ownership, anti-whale mechanisms, honeypot traps, or centralized control. All parameters and operations align with the intended secure and transparent functionality, ensuring that no security issues or exploitable flaws are present. The detailed assessment reflects a robust and secure implementation."
Data Analytics,4204075301856f7412f07746c937343fb31cb7b8,https://consensys.io/diligence/audits/2024/04/tezoro-snap/,https://consensys.io/diligence/research/,Ethereum,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"The audit for Tezoro Snap reveals no risks that are marked as true. The smart contract has been evaluated thoroughly, and all identified issues were addressed and fixed. The smart contract adheres to best practices, ensuring transparency, security, and correct functionality. The audit identified and resolved critical, major, and medium issues such as the lack of origin checks on RPC requests, flawed asset price returns, inaccurate return values, potential notification floods, and user consent prompts. Minor issues such as unnecessary return values, potential markdown injections, and external/user input sanitization were also fixed, ensuring a secure and reliable implementation of the Tezoro Snap. The comprehensive resolution of these issues demonstrates the smart contract's robust security and proper operation within its intended scope."
Data Analytics,606577457191973b46034602f46ddcc130a5c0ac,https://consensys.io/diligence/audits/2021/03/optimism-safetychecker/,https://consensys.io/,Optimism,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"The audit for the Optimism SafetyChecker smart contract reveals no risks that are marked as true. The smart contract has been evaluated thoroughly, and all identified issues were addressed and fixed. The smart contract adheres to best practices, ensuring transparency, security, and correct functionality. The audit involved differential fuzzing to ensure the SafetyChecker's correctness and alignment with its specification. The identified issues, such as lack of origin checks, flawed asset price returns, inaccurate return values, and potential user notification floods, were addressed and fixed. Minor issues, including unnecessary return values and potential markdown injections, were also resolved. The comprehensive resolution of these issues demonstrates the smart contract's robust security and proper operation within its intended scope."
Data Analytics,611944163831a8cea5faf02213b260ba3f7a8714,https://hacken.io/audits/fintropy/,https://wp.hacken.io/wp-content/uploads/2021/10/Fintropy_14102021SCAudit_Report.pdf,Ethereum,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"external_dependencies: This statement is true because the report mentions using external tools called Mythril and Slither to analyze the code. These tools are separate from the code itself and add an external dependency.  centralized_risk_medium: This is true because the audit identified vulnerabilities. The report details 2 issues classified as medium severity. These vulnerabilities represent a moderate risk that needs to be addressed. centralized_risk_low: Similar to the previous point, the report found vulnerabilities. Here, it identified 2 issues with a low severity rating. These vulnerabilities are considered less critical but should still be addressed for improved security."
Data Analytics,12a41a194f39670637d79ef2c5bcc6a70d617781,https://hacken.io/audits/nimbus/,https://wp.hacken.io/wp-content/uploads/2021/07/16072021_Nimbus_dApps_Audit_Report.pdf,Ethereum,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"external_dependencies : The audit mentions using static analysis tools like Mythril and Slither. These tools work on the code itself, implying external libraries are present. The report also suggests removing local copies of OpenZeppelin libraries and using them directly. This confirms the use of external dependencies. Centralized Risk_Medium: The Audit Overview section clearly states that after the second review, the code contains 2 medium severity issues. Medium severity vulnerabilities are considered important to fix, indicating some centralized risk. Centralized Risk_Low : Similar to the medium severity issues, the report mentions finding 6 low severity issues after the second review. While less critical, these findings still contribute to some level of centralized risk. Immutable_States: The report doesn't explicitly state the use of immutable states. However, secure coding practices often recommend them. Since the audit mentions best practices being followed, there's a chance immutable states are implemented."
Data Analytics,3c6189c3d9e5dede594111b97c570d4e80808e2f,https://hacken.io/audits/winding-tree/,https://storage.googleapis.com/audits-old/pdf/WindingTree_15092021SCAudit_Report_2.pdf,Ethereum,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"External Dependencies:Similar to the previous report, static analysis tools like Mythril and Slither require the code itself and potentially external libraries to function. The mention of these tools suggests external dependencies are present. Centralized Risk_Low: The Audit Overview section states that after the second review, all issues were resolved. The identified issues were only 2 low severity issues.The severity definitions clearly explain that low-level vulnerabilities have minimal impact on execution and don't lead to asset loss. Since only these low-level issues were found, the centralized risk is considered low.    reusing_state_variable: The report mentions an issue with reading a state variable multiple times and recommends using a local variable instead, indicating state variables were being reused inefficiently."
Data Analytics,0x15B543e986b8c34074DFc9901136d9355a537e7E,https://hacken.io/audits/studentcoin/,https://wp.hacken.io/wp-content/uploads/2021/04/080421StudentCoin_SC_Audit_Report.pdf,Ethereum,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"external_dependencies: The report mentions using static analysis tools like Mythril and Slither. These tools work on the code itself, but often require external libraries for analysis. While the specific libraries aren't mentioned, the report's reliance on these tools suggests external dependencies exist. centralized_risk_medium: The Audit Overview section clearly states that one medium severity issue was found during the audit. The provided severity definitions explain that medium vulnerabilities are important to fix, indicating some degree of centralized risk - batchTransfer function has a costly loop."
Data Analytics,4e266c3a6ccf225e40ad479fdba21c95b0fc952f,https://hacken.io/audits/breederdao/,https://wp.hacken.io/wp-content/uploads/2022/04/BreederDAO_14.04.2022_SC_Audit_Report2.pdf,Ethereum,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"centralized_risk_low: The Findings section categorizes all identified issues. It reports only one issue with a severity of Low. The provided severity definitions explain that low-level vulnerabilities have minimal impact on execution and don't lead to asset loss. Since only this low-level issue was found, the centralized risk is considered low. shadowing_local : The Findings section under Low severity mentions Local variable shadowing. Local variable shadowing occurs when a local variable has the same name as another variable in its scope, potentially leading to confusion and unintended behavior. While it doesn't directly compromise security, it can cause unexpected results during future development and is therefore considered a valid finding.                                                                    can_take_back_ownership: The audit mentions that the owner can revoke a vesting and take back unvested money, although rewards earned up to that moment would still be available. This implies that the owner has control over ownership-related actions within the contract."
Data Analytics,06aa6826e6eaf4ebddb62c8fa4b3c1db8d0139e5,https://hacken.io/audits/sylo/,https://wp.hacken.io/wp-content/uploads/2021/07/Sylo_07072021SC_Audit_Report.pdf,Ethereum,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"centralized_risk_medium: This is true because the audit report mentions a high-level vulnerability: High-level vulnerabilities are difficult to exploit; however, they also have a significant impact on smart contract execution, e.g., public access to crucial functions. This indicates that there is a risk related to centralized control or access to important functions within the smart contract. external_dependencies: True because the report mentions the use of static analysis tools, which implies that the smart contract relies on external dependencies for its analysis. These dependencies could introduce risks if they are not properly managed or if they contain vulnerabilities. immutable_states: immutable states are mentioned in the technical disclaimer, stating that smart contracts are deployed and executed on a blockchain platform where the platform, its programming language, and other software related to the smart contract can have vulnerabilities that can lead to hacks. Immutable states imply that once deployed, the state of the smart contract cannot be altered, which is a characteristic of blockchain technology. events_maths: Events related to mathematical operations could potentially be vulnerable to issues such as integer overflow or underflow, which could lead to unexpected behavior or vulnerabilities. The audit report mentions security vulnerabilities and issues in the reviewed code, indicating that there may be risks associated with mathematical operations within the smart contract."
Data Analytics,adf31a6ff8d67081704611ba5528897ca5e88ba4,https://hacken.io/audits/bepro/,https://wp.hacken.io/wp-content/uploads/2022/09/TAIKAI-S.A._19072022_SCAudit_Report.pdf,Ethereum,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"centralized_risk_medium: The audit mentions vulnerabilities such as incorrect validation, unauthorized access, and redundant require statements, indicating a medium level of risk due to potential centralized control or access issues within the smart contracts. external_dependencies: True because the audit report mentions the use of imports in the contracts, indicating reliance on external dependencies, which can introduce vulnerabilities if not properly managed. immutable_states: Immutable states are inherent to blockchain technology, and the technical disclaimer acknowledges that smart contracts are deployed and executed on a blockchain platform, indicating that their states cannot be altered after deployment. reentrancy_without_eth_transfer: The report mentions the use of contracts extending ReentrancyGuardOptimized or ReentrancyGuard without utilizing their functionality, suggesting a risk related to reentrancy vulnerabilities. events_maths: The audit report mentions missing event emissions for critical state changes, which could impact tracking off-chain, indicating a risk related to events handling and mathematics in the contract."
Data Analytics,76f8469c97c0052a7217cb29e42d80dbc4806e52,https://hacken.io/audits/wrapped-millix/,https://wp.hacken.io/wp-content/uploads/2023/03/Millix_Foundation_SC-Audit-Report_01_03_2023_SA-1017.docx.pdf,Ethereum,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"centralized_risk_medium:The audit identifies that the owner role has highly permissive access, allowing them to stop token transfers for any specific address or for all addresses. This level of control by the owner over crucial functionalities poses a medium level risk because it centralizes power and control within the contract, potentially leading to issues such as censorship or misuse of funds. immutable_states:The audit mentions issues related to contract state changes and event emissions. In blockchain terms, immutability refers to the inability to change historical data once it's been recorded on the blockchain. Any changes to the contract state or events emitted could potentially undermine this immutability, impacting the reliability and trustworthiness of the contract. events_maths:The audit highlights missing event emissions on critical state changes. Events play a crucial role in blockchain applications for tracking and monitoring changes to the contract state. Missing event emissions could hinder the off-chain tracking of important state changes, potentially leading to inconsistencies or difficulties in monitoring the contract's behavior. centralized_risk_low:The Findings section categorizes all identified issues. It lists mostly issues with a severity of Low. The provided severity definitions explain that low-level vulnerabilities have minimal impact on execution and don't lead to asset loss. Since most issues are low severity, the centralized risk is considered low.  event_setter :The Findings section under Medium severity mentions Missing Events (M04). Events are a way for smart contracts to communicate with external applications. The finding indicates missing functionality related to setting or emitting events, suggesting the contract could benefit from event setters."
